ROW_ID,temp_cpu,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,reset,time_stamp
31127,32.12,28.0,25.48,45.15,1007.48,1.51,51.73,164.68,-36.684032,-7.794459,6.615807,-0.000688,0.018857,0.014869,-0.000261,0.000224,2.9e-05,0,2016-02-20 01:56:00
31128,32.21,28.0,25.48,45.1,1007.48,1.44,51.57,164.91,-36.845652,-7.521252,6.563826,-0.000686,0.018687,0.014744,-0.000494,-0.000413,0.000323,0,2016-02-20 01:56:11
31129,32.16,28.0,25.48,45.27,1007.48,1.71,51.86,165.4,-36.920802,-7.073337,6.486832,-0.00063,0.018658,0.014789,-0.000232,-6.3e-05,-9.5e-05,0,2016-02-20 01:56:20
31130,32.15,28.0,25.48,45.31,1007.47,1.55,51.96,165.26,-36.951326,-7.061042,6.586817,-0.000648,0.018837,0.014571,0.000399,0.000278,5.1e-05,0,2016-02-20 01:56:31
31131,32.16,27.99,25.48,45.18,1007.46,1.5,51.72,166.19,-37.368047,-7.215938,5.957824,-0.000669,0.018641,0.014732,0.000194,0.000833,-3.2e-05,0,2016-02-20 01:56:40
31132,32.18,28.02,25.48,45.17,1007.47,2.05,52.2,166.3,-37.508937,-6.938492,6.213514,-0.00071,0.0189,0.0147,0.00052,0.000725,8e-06,0,2016-02-20 01:56:50
31133,32.18,27.99,25.48,45.09,1007.47,1.51,51.87,166.14,-37.366479,-6.787514,6.329144,-0.000652,0.01889,0.014858,-2.3e-05,0.000264,-6.9e-05,0,2016-02-20 01:57:00
31134,32.12,28.0,25.48,45.28,1007.48,1.79,52.16,166.39,-37.284295,-6.60314,6.090964,-0.000645,0.019066,0.01477,0.000299,0.000123,0.000196,0,2016-02-20 01:57:10
31135,32.17,27.99,25.48,45.19,1007.47,1.29,51.92,166.63,-37.549064,-6.704433,6.011204,-0.000722,0.01878,0.014656,0.000178,0.00041,7.3e-05,0,2016-02-20 01:57:21
31136,32.16,27.98,25.48,45.33,1007.45,1.21,51.89,166.54,-37.65731,-6.614449,5.968611,-0.000721,0.018833,0.014822,-0.000477,-0.000174,-0.00018,0,2016-02-20 01:57:30
31137,32.12,28.0,25.48,45.34,1007.46,1.36,51.92,166.87,-37.570819,-6.545511,5.829396,-0.000734,0.01878,0.014584,-0.000207,2.9e-05,-0.000301,0,2016-02-20 01:57:41
31138,32.19,27.99,25.48,45.35,1007.46,1.65,51.91,167.41,-37.657188,-6.524185,5.31572,-0.000685,0.018885,0.015041,-0.000519,-6.8e-05,-0.000201,0,2016-02-20 01:57:50
31139,32.14,28.0,25.48,45.18,1007.44,1.9,51.9,167.44,-37.713335,-6.220057,5.567514,-0.000659,0.01859,0.014904,0.000495,-0.000243,0.000115,0,2016-02-20 01:58:01
31140,32.21,28.01,25.47,45.25,1007.45,1.54,51.83,167.75,-38.068308,-6.107616,5.597015,-0.000631,0.018703,0.014703,0.000202,0.000202,7e-06,0,2016-02-20 01:58:10
31141,32.11,28.0,25.47,45.21,1007.47,1.35,51.85,167.7,-38.166516,-6.234524,5.590763,-0.000696,0.018813,0.014763,0.000122,0.000479,-0.00016,0,2016-02-20 01:58:20
31142,32.14,28.0,25.47,45.21,1007.44,1.4,51.71,167.91,-38.252662,-6.01982,5.502424,-0.000656,0.018766,0.014738,7e-05,0.000224,-0.000163,0,2016-02-20 01:58:30
31143,32.16,28.0,25.47,45.18,1007.46,1.46,51.91,167.71,-38.02734,-6.055947,5.466951,-0.000681,0.018703,0.014764,0.000439,0.000396,1.8e-05,0,2016-02-20 01:58:40
31144,32.2,28.0,25.47,45.49,1007.45,2.14,52.14,168.39,-38.112318,-5.882989,5.290396,-0.00071,0.018953,0.014868,0.000427,0.000443,0.000152,0,2016-02-20 01:58:51
31145,32.16,27.98,25.47,45.24,1007.44,2.14,51.9,168.24,-38.176891,-6.12564,5.222283,-0.000652,0.018793,0.014781,0.00054,0.000479,4e-06,0,2016-02-20 01:59:00
31146,32.18,27.99,25.47,45.3,1007.45,1.5,51.99,168.19,-38.213405,-6.184684,5.220489,-0.00072,0.019044,0.014834,0.000185,0.000135,0.000101,0,2016-02-20 01:59:11
31147,32.14,28.01,25.47,45.37,1007.43,1.21,51.78,168.78,-38.359306,-5.779863,4.883156,-0.000668,0.018895,0.01486,0.000108,-0.000167,0.00026,0,2016-02-20 01:59:20
31148,32.18,28.01,25.47,45.31,1007.4,1.78,52.02,169.18,-38.635586,-5.573993,4.928451,-0.000694,0.018925,0.014536,-0.000215,-0.00021,0.000202,0,2016-02-20 01:59:30
31149,32.16,27.99,25.47,45.23,1007.42,1.74,52.13,169.04,-38.798564,-5.682808,5.11408,-0.000653,0.018875,0.014746,2.7e-05,-0.000451,0.000351,0,2016-02-20 01:59:40
31150,32.2,27.98,25.47,45.4,1007.42,1.43,51.75,168.98,-38.846695,-5.675793,5.019753,-0.000594,0.018831,0.014897,-0.000271,-6e-05,1.8e-05,0,2016-02-20 01:59:50
31151,32.17,27.98,25.47,45.29,1007.45,1.37,51.93,168.91,-38.867353,-5.553235,5.26703,-0.000657,0.018835,0.014827,5.2e-05,0.000372,0.000202,0,2016-02-20 02:00:00
31152,32.16,28.0,25.47,45.23,1007.46,1.44,52.09,169.08,-39.248071,-5.711787,5.020537,-0.000606,0.018772,0.014607,0.000328,0.000237,0.000144,0,2016-02-20 02:00:10
31153,32.16,27.99,25.47,45.28,1007.46,1.49,51.86,169.63,-39.119397,-5.472411,4.653719,-0.000746,0.018974,0.014884,0.000399,5.6e-05,0.000146,0,2016-02-20 02:00:20
31154,32.16,28.0,25.47,45.22,1007.44,1.36,51.85,169.6,-39.08639,-5.602451,4.695897,-0.000645,0.018784,0.014736,-0.000224,-6.1e-05,8.5e-05,0,2016-02-20 02:00:30
31155,32.15,27.99,25.47,45.29,1007.42,1.75,51.97,169.69,-39.117768,-5.57181,4.52158,-0.000666,0.018838,0.01492,-0.000268,-0.00033,0.000118,0,2016-02-20 02:00:41
31156,32.16,28.0,25.48,45.23,1007.46,1.95,51.74,170.34,-39.192901,-5.515914,4.01448,-0.000637,0.018431,0.014956,0.000173,-0.000146,0.000304,0,2016-02-20 02:00:50
31157,32.21,28.0,25.48,45.23,1007.46,1.38,51.97,170.52,-39.40977,-5.39742,4.041733,-0.000714,0.018861,0.01466,-0.000351,-0.0005,0.000119,0,2016-02-20 02:01:01
31158,32.25,27.98,25.48,45.11,1007.45,1.83,51.75,170.79,-39.477212,-5.312052,3.910155,-0.000695,0.018759,0.014527,-2.9e-05,4.3e-05,4.5e-05,0,2016-02-20 02:01:10
31159,32.14,27.99,25.48,45.18,1007.43,1.64,51.7,170.57,-39.570913,-5.490032,3.950739,-0.000651,0.018766,0.014783,-0.000588,-0.000557,0.000291,0,2016-02-20 02:01:21
31160,32.22,28.0,25.47,45.15,1007.41,2.16,51.84,170.25,-39.572819,-5.613249,4.075094,-0.000619,0.018748,0.014685,-0.000883,-0.00081,0.000239,0,2016-02-20 02:01:30
31161,32.1,28.02,25.47,45.19,1007.43,1.48,51.89,170.58,-39.504657,-5.71286,3.661366,-0.000721,0.018866,0.014926,-0.000603,-0.000927,0.00029,0,2016-02-20 02:01:40
31162,32.23,28.02,25.47,45.11,1007.45,1.31,51.68,170.92,-39.572718,-5.719907,3.471238,-0.000583,0.018858,0.01479,-0.000491,-0.00057,0.000317,0,2016-02-20 02:01:51
31163,32.21,27.98,25.47,45.35,1007.41,0.52,51.73,170.5,-39.831646,-5.885573,3.600112,-0.000659,0.018806,0.014742,-0.000267,-0.00046,0.000289,0,2016-02-20 02:02:00
31164,32.17,28.01,25.47,45.23,1007.43,1.1,52.12,171.02,-39.62933,-5.552987,3.303695,-0.000563,0.018859,0.01463,0.000363,-7.6e-05,0.000224,0,2016-02-20 02:02:11
31165,32.24,27.99,25.47,45.1,1007.42,2.05,52.04,171.07,-39.742451,-5.464043,3.479611,-0.000676,0.018734,0.014714,-3.7e-05,1.5e-05,0.000187,0,2016-02-20 02:02:20
31166,32.23,27.99,25.47,45.23,1007.42,1.3,51.94,171.39,-39.835501,-5.420322,3.374317,-0.000682,0.01878,0.014668,0.00065,6e-05,-1.4e-05,0,2016-02-20 02:02:31
31167,32.15,28.0,25.47,45.34,1007.42,1.65,52.14,171.14,-39.943736,-5.651268,3.454032,-0.000651,0.018699,0.014506,0.000508,0.000494,0.000148,0,2016-02-20 02:02:40
31168,32.15,27.99,25.47,45.35,1007.43,1.82,51.75,170.94,-40.083288,-5.696023,3.616605,-0.000766,0.01873,0.014753,0.001017,0.000601,-9.7e-05,0,2016-02-20 02:02:51
31169,32.18,27.99,25.47,45.08,1007.43,1.64,51.89,170.99,-40.263247,-5.820174,3.364425,-0.000677,0.018884,0.014944,0.000541,0.000473,4e-06,0,2016-02-20 02:03:00
31170,32.18,27.98,25.47,45.3,1007.46,1.6,51.84,171.39,-40.431955,-5.849311,3.1448,-0.000719,0.018678,0.014813,7.4e-05,0.000152,0.000258,0,2016-02-20 02:03:10
31171,32.16,28.0,25.47,45.09,1007.42,1.57,51.97,171.16,-40.694508,-5.814968,3.417707,-0.000653,0.018818,0.014608,0.000308,7e-06,0.00031,0,2016-02-20 02:03:21
31172,32.12,28.0,25.47,45.29,1007.42,1.52,51.9,171.21,-40.759816,-5.833645,3.248844,-0.000672,0.01909,0.014735,0.000156,-6.5e-05,0.000201,0,2016-02-20 02:03:30
31173,32.16,27.99,25.47,45.18,1007.43,1.5,51.99,171.46,-40.691501,-5.852953,3.048736,-0.000214,0.018917,0.014616,-0.000135,-0.000227,0.000168,0,2016-02-20 02:03:41
31174,32.15,28.01,25.47,45.32,1007.42,2.03,52.14,171.58,-40.791547,-6.051386,2.894287,-0.000603,0.018891,0.014644,-6.5e-05,-0.000262,0.000148,0,2016-02-20 02:03:50
31175,32.18,28.01,25.47,45.06,1007.44,1.68,52.13,171.84,-40.960214,-5.811268,2.617255,-0.001084,0.018689,0.01478,-0.000402,-0.00043,0.000179,0,2016-02-20 02:04:01
31176,32.22,28.0,25.47,45.33,1007.4,0.99,51.86,171.95,-41.047288,-5.579159,2.846909,-3.1e-05,0.018784,0.014713,-0.000445,-0.000394,9.2e-05,0,2016-02-20 02:04:10
31177,32.18,28.02,25.47,45.28,1007.4,1.64,51.79,172.12,-41.221441,-5.671901,2.743871,-0.000639,0.018658,0.014678,-0.000335,-0.00026,0.00014,0,2016-02-20 02:04:20
31178,32.17,27.99,25.47,45.22,1007.42,1.1,51.87,171.73,-41.348989,-5.798196,3.016044,-0.000619,0.018788,0.014575,-0.000544,-0.000336,8.7e-05,0,2016-02-20 02:04:30
31179,32.19,27.99,25.47,45.28,1007.41,1.25,52.14,171.75,-41.140829,-6.074979,2.647546,-0.000657,0.018853,0.014596,0.000234,-0.000316,0.000126,0,2016-02-20 02:04:40
31180,32.16,28.0,25.47,45.14,1007.41,0.81,51.81,171.97,-41.12425,-6.224422,2.290476,-0.000667,0.018699,0.014741,-0.000356,-0.000357,-7.1e-05,0,2016-02-20 02:04:50
31181,32.17,28.0,25.47,45.25,1007.43,2.42,52.16,172.21,-41.348155,-6.101519,2.272292,-0.000701,0.018824,0.014467,-0.000932,-0.000348,4e-05,0,2016-02-20 02:05:00
31182,32.12,28.0,25.47,45.16,1007.44,1.39,51.87,172.15,-41.571075,-6.266752,2.267086,-0.000635,0.018835,0.014768,-0.000187,-0.000311,0.000148,0,2016-02-20 02:05:11
31183,32.12,27.99,25.46,45.31,1007.42,1.4,51.99,172.2,-41.764326,-6.381169,2.076589,-0.000596,0.018658,0.014491,-0.000754,-0.000739,0.000111,0,2016-02-20 02:05:20
31184,32.17,27.98,25.46,45.3,1007.43,1.39,51.76,172.47,-42.078091,-6.328777,2.027446,-0.000653,0.018546,0.014884,-1.6e-05,-6.7e-05,4.2e-05,0,2016-02-20 02:05:31
31185,32.16,27.98,25.46,45.3,1007.42,1.44,51.84,172.87,-42.123752,-6.1199,1.788073,-0.000619,0.01875,0.014558,-0.000278,-0.000485,0.000398,0,2016-02-20 02:05:40
31186,32.16,27.99,25.46,45.29,1007.41,1.42,51.97,172.77,-42.538757,-6.272401,1.884734,-0.000542,0.018657,0.014658,-0.000289,-0.000535,0.000138,0,2016-02-20 02:05:51
31187,32.16,27.99,25.46,45.38,1007.42,1.96,52.04,173.18,-42.386281,-5.9846,1.670273,-0.000539,0.018808,0.014707,-0.000143,-0.000372,0.00031,0,2016-02-20 02:06:00
31188,32.15,27.98,25.46,45.28,1007.42,1.46,52.07,173.03,-42.532213,-6.255774,1.692193,-0.000639,0.018942,0.014538,-8.2e-05,0.000196,0.000362,0,2016-02-20 02:06:11
31189,32.15,27.98,25.46,45.31,1007.39,1.42,51.9,173.11,-42.434762,-6.308834,1.452956,-0.000617,0.018647,0.014744,-0.000368,8e-05,0.000139,0,2016-02-20 02:06:20
31190,32.15,28.0,25.47,45.09,1007.4,1.13,51.84,172.93,-42.766879,-6.37371,1.548215,-0.000608,0.018808,0.014678,0.000231,7.8e-05,-0.000207,0,2016-02-20 02:06:31
31191,32.2,27.98,25.47,45.22,1007.41,1.37,51.9,172.67,-42.846522,-6.476838,1.643703,-0.000668,0.018869,0.014631,-0.000304,0.000413,0.000198,0,2016-02-20 02:06:40
31192,32.16,28.0,25.46,45.26,1007.39,1.87,52.01,173.53,-43.105043,-6.314992,1.022161,-0.000641,0.018745,0.01475,-0.000869,-0.000538,-1.9e-05,0,2016-02-20 02:06:50
31193,32.12,27.99,25.46,45.13,1007.37,1.97,51.97,173.4,-43.231302,-6.575888,1.137479,-0.000688,0.018722,0.014554,0.000126,7.6e-05,1.2e-05,0,2016-02-20 02:07:01
31194,32.12,27.98,25.46,45.24,1007.41,1.38,51.92,173.7,-43.286647,-6.188307,0.909136,-0.000566,0.018781,0.014582,-5.9e-05,-0.000248,9.1e-05,0,2016-02-20 02:07:10
31195,32.16,27.99,25.46,45.28,1007.39,1.28,51.82,173.7,-43.657843,-6.562188,0.982994,-0.000552,0.018592,0.014676,-0.000105,-0.0005,-0.000131,0,2016-02-20 02:07:21
31196,32.15,27.99,25.46,45.15,1007.37,1.38,52.17,173.84,-44.014593,-6.389652,0.961206,-0.000608,0.018627,0.014542,-0.000879,-0.000487,6.7e-05,0,2016-02-20 02:07:30
31197,32.17,27.98,25.46,45.23,1007.4,1.03,52.1,173.62,-43.945185,-6.582801,0.889911,-0.000649,0.018788,0.014412,-0.00062,-0.000636,0.000113,0,2016-02-20 02:07:41
31198,32.21,27.99,25.46,45.21,1007.41,1.35,51.93,173.8,-44.315678,-6.568855,0.772745,-0.000672,0.018846,0.014602,-0.000482,-0.000141,-7.7e-05,0,2016-02-20 02:07:50
31199,32.19,27.97,25.46,45.19,1007.41,1.01,51.83,174.09,-44.172041,-6.687666,0.352942,-0.000613,0.018761,0.014779,-0.000397,-0.000325,9.1e-05,0,2016-02-20 02:08:00
31200,32.17,27.99,25.46,45.14,1007.41,1.18,51.95,174.13,-44.40849,-6.629101,0.590915,-0.000631,0.018629,0.014736,-0.000137,0.0001,1e-06,0,2016-02-20 02:08:11
31201,32.14,27.99,25.46,45.23,1007.42,2.05,51.6,174.2,-44.806072,-6.607308,0.417483,-0.00059,0.018839,0.014842,-0.000571,-0.00054,-0.000228,0,2016-02-20 02:08:20
31202,32.18,27.99,25.46,45.05,1007.39,1.68,51.85,174.42,-44.869718,-6.652013,0.306552,-0.000665,0.018611,0.014564,-0.000159,-6.1e-05,-4e-06,0,2016-02-20 02:08:31
31203,32.17,28.01,25.46,45.25,1007.39,1.7,52.19,174.19,-44.97591,-6.963575,0.32911,-0.000745,0.018934,0.014531,-0.000491,-0.000344,-8.2e-05,0,2016-02-20 02:08:40
31204,32.14,28.0,25.46,45.2,1007.37,1.49,51.88,174.35,-45.409974,-7.033929,0.20085,-0.000674,0.018677,0.014718,0.00069,0.000236,0.000119,0,2016-02-20 02:08:51
31205,32.17,27.98,25.47,45.33,1007.41,1.43,51.94,174.37,-45.63298,-6.983195,0.161733,-0.000683,0.018967,0.014636,0.000786,0.00065,-0.000306,0,2016-02-20 02:09:00
31206,32.17,28.01,25.47,45.21,1007.42,1.01,52.26,174.3,-45.971628,-7.114273,0.267751,-0.000599,0.018949,0.014499,0.000319,0.00042,-6e-05,0,2016-02-20 02:09:10
31207,32.21,28.0,25.47,45.22,1007.42,1.45,52.07,174.32,-45.988595,-7.080574,0.185062,-0.000613,0.018846,0.0146,-0.000306,-0.00041,9.1e-05,0,2016-02-20 02:09:20
31208,32.18,27.99,25.47,45.36,1007.38,1.47,52.08,174.52,-46.478928,-7.073264,0.055843,-0.000648,0.018963,0.014596,0.000206,0.000299,-0.000104,0,2016-02-20 02:09:30
31209,32.22,28.0,25.47,45.32,1007.38,1.36,51.95,174.22,-46.88559,-7.227638,0.308572,-0.000646,0.018879,0.014666,0.000448,-7.2e-05,-0.000146,0,2016-02-20 02:09:41
31210,32.14,27.97,25.47,45.23,1007.35,1.66,51.91,174.3,-47.03886,-7.228063,0.202631,-0.001254,0.018501,0.014576,0.000327,0.000267,-0.000323,0,2016-02-20 02:09:50
31211,32.19,27.98,25.47,45.26,1007.34,1.38,51.94,174.75,-47.201399,-6.980676,-0.112357,-0.000639,0.018958,0.014763,0.00039,0.000511,-2.8e-05,0,2016-02-20 02:10:00
31212,32.15,27.99,25.47,45.22,1007.4,1.04,52.08,174.94,-47.44889,-7.049663,-0.209901,-0.00062,0.018941,0.01475,0.000127,-0.000355,-8e-05,0,2016-02-20 02:10:11
31213,32.12,28.0,25.46,45.31,1007.41,0.41,51.78,174.68,-47.799038,-6.966797,-0.084424,-0.00063,0.018741,0.014651,-0.000256,-0.000671,2.9e-05,0,2016-02-20 02:10:20
31214,32.18,27.99,25.46,45.02,1007.38,0.8,51.75,175.0,-47.84722,-6.653397,-0.077028,-0.000538,0.018687,0.014914,0.000651,0.000492,6e-05,0,2016-02-20 02:10:31
31215,32.14,28.0,25.46,45.16,1007.4,1.84,51.92,175.08,-48.045929,-6.664593,-0.044152,-0.000657,0.01877,0.014624,-0.000195,-0.000224,0.000152,0,2016-02-20 02:10:40
31216,32.17,27.98,25.46,45.21,1007.39,1.75,52.4,174.99,-48.070857,-6.632335,0.100453,-0.0007,0.018953,0.014642,0.000164,0.000233,0.000165,0,2016-02-20 02:10:51
31217,32.17,27.98,25.46,45.35,1007.39,1.84,52.24,175.34,-48.416705,-6.484755,-0.045921,-0.000728,0.018813,0.014642,0.000422,0.000169,-5.7e-05,0,2016-02-20 02:11:00
31218,32.1,27.99,25.46,45.19,1007.37,1.23,51.9,175.68,-48.813277,-6.078094,-0.246553,-0.000676,0.018776,0.014676,0.000603,0.000407,3.8e-05,0,2016-02-20 02:11:11
31219,32.19,27.99,25.46,45.17,1007.39,1.45,52.12,176.06,-48.945726,-6.111517,-0.596627,-0.000656,0.018757,0.014681,0.000157,0.000546,6.1e-05,0,2016-02-20 02:11:20
31220,32.14,27.98,25.46,45.38,1007.38,1.45,51.89,176.42,-49.286687,-5.917466,-0.747869,-0.000724,0.01866,0.014596,0.000114,0.000141,-2.8e-05,0,2016-02-20 02:11:31
31221,32.13,27.99,25.46,45.29,1007.34,1.64,52.03,176.07,-49.236927,-5.970634,-0.353438,-0.000616,0.018754,0.014613,0.00057,3.7e-05,0.000285,0,2016-02-20 02:11:40
31222,32.16,27.98,25.46,45.2,1007.38,1.08,51.98,176.52,-49.550943,-5.851798,-0.916262,-3.8e-05,0.018578,0.014481,0.000219,0.000504,-2.8e-05,0,2016-02-20 02:11:50
31223,32.13,27.99,25.46,45.21,1007.36,1.26,52.19,176.71,-50.091423,-5.655085,-0.842336,-0.000662,0.018721,0.014564,0.000388,0.000747,-6.9e-05,0,2016-02-20 02:12:00
31224,32.19,27.99,25.46,45.25,1007.35,1.89,52.07,176.93,-50.503618,-5.87923,-1.204392,-0.000674,0.018938,0.014711,-0.000145,0.00024,-1.2e-05,0,2016-02-20 02:12:10
31225,32.09,27.99,25.46,45.29,1007.34,1.73,52.22,176.79,-50.940429,-5.846926,-0.920989,-0.000621,0.018859,0.01463,-7e-06,8.7e-05,-5.8e-05,0,2016-02-20 02:12:21
31226,32.15,27.99,25.46,45.19,1007.35,1.57,52.11,177.03,-51.052898,-5.736718,-1.181147,-0.000632,0.018869,0.014522,0.00029,0.000223,-0.000286,0,2016-02-20 02:12:30
31227,32.16,27.99,25.46,45.16,1007.32,1.69,52.03,177.24,-51.044001,-5.765725,-1.349821,-0.000635,0.018796,0.014688,0.000337,0.000298,-0.000449,0,2016-02-20 02:12:41
31228,32.15,27.99,25.46,45.29,1007.35,1.26,52.01,177.47,-51.321419,-5.685023,-1.723832,-0.000602,0.018918,0.014694,0.000412,0.000633,-0.000276,0,2016-02-20 02:12:50
31229,32.19,27.98,25.46,45.12,1007.36,2.0,52.09,177.6,-51.853886,-5.339027,-1.477899,-0.000619,0.018857,0.01485,-0.000117,0.00019,-0.00049,0,2016-02-20 02:13:00
31230,32.18,27.99,25.46,45.19,1007.37,1.2,51.85,178.01,-52.132894,-5.253753,-1.974402,-0.000644,0.018774,0.014824,0.000109,-3.2e-05,-0.000152,0,2016-02-20 02:13:10
31231,32.15,27.99,25.46,45.08,1007.36,2.09,52.27,178.61,-52.535079,-5.348328,-2.561163,-0.00063,0.018853,0.014644,0.000314,0.00047,8e-05,0,2016-02-20 02:13:20
31232,32.16,27.99,25.46,45.07,1007.34,1.34,52.04,178.87,-52.691819,-5.141591,-2.735769,-0.000736,0.019066,0.01463,0.000549,0.000383,0.000122,0,2016-02-20 02:13:31
31233,32.1,27.98,25.46,45.14,1007.34,1.57,51.87,178.97,-52.980974,-4.990848,-2.74455,-0.000712,0.018931,0.0149,-0.00011,0.000164,-3.1e-05,0,2016-02-20 02:13:40
31234,32.17,27.98,25.45,45.24,1007.35,1.68,51.88,179.21,-53.115125,-4.769515,-2.772001,-0.000598,0.018586,0.014716,-0.000186,-0.000142,3.8e-05,0,2016-02-20 02:13:51
31235,32.17,27.97,25.45,45.06,1007.35,1.46,51.78,178.93,-53.408528,-4.679689,-2.434945,-0.000611,0.01856,0.014733,0.000123,-0.000107,3e-05,0,2016-02-20 02:14:00
31236,32.21,27.98,25.45,45.03,1007.35,1.48,51.96,179.4,-53.439344,-4.466785,-2.882823,-0.00074,0.01879,0.01468,0.000185,-0.000419,-4.8e-05,0,2016-02-20 02:14:11
31237,32.14,27.97,25.45,45.11,1007.34,1.51,51.93,179.82,-53.541922,-4.035818,-2.941547,-0.00065,0.018862,0.01488,-0.000425,-0.000279,-5.7e-05,0,2016-02-20 02:14:20
31238,32.14,27.98,25.45,45.27,1007.36,1.03,51.69,179.78,-53.856866,-3.938263,-2.90916,-0.000678,0.018536,0.014708,0.00019,0.0003,-0.000161,0,2016-02-20 02:14:31
31239,32.17,27.97,25.45,45.12,1007.34,1.31,51.88,179.92,-54.108922,-3.829199,-2.918827,-0.000528,0.018846,0.014871,-0.000196,-0.00061,-4.9e-05,0,2016-02-20 02:14:40
31240,32.12,27.98,25.45,45.24,1007.35,1.54,51.91,179.89,-54.356491,-3.636839,-2.754653,-0.000647,0.01875,0.014692,-0.000228,0.000197,0.000159,0,2016-02-20 02:14:50
31241,32.17,27.99,25.44,45.13,1007.35,0.98,51.85,180.29,-54.468132,-3.4182,-3.101591,-0.000574,0.018572,0.014571,-4.4e-05,0.000231,0.000148,0,2016-02-20 02:15:00
31242,32.16,27.97,25.44,45.12,1007.35,1.77,51.78,180.91,-54.623293,-3.106661,-3.60807,-0.000725,0.018642,0.014895,0.000244,-0.000336,-4.3e-05,0,2016-02-20 02:15:10
31243,32.09,27.97,25.44,45.33,1007.36,1.32,51.84,181.25,-54.816195,-2.823258,-3.722054,-0.000633,0.018806,0.014755,-0.000193,-0.0001,0.000123,0,2016-02-20 02:15:21
31244,32.09,27.97,25.44,44.98,1007.34,1.35,51.78,181.92,-54.946992,-2.347822,-4.262351,-0.000688,0.018613,0.014946,-8e-05,0.000256,3e-05,0,2016-02-20 02:15:30
31245,32.16,27.96,25.44,45.34,1007.35,1.42,51.85,182.49,-54.928797,-2.043279,-4.640207,-0.000206,0.018859,0.014766,3.8e-05,-0.000359,0.000246,0,2016-02-20 02:15:41
31246,32.21,27.99,25.44,45.2,1007.35,1.36,51.88,182.45,-55.116762,-1.836248,-4.440918,-0.000745,0.018853,0.014664,-0.000566,-0.000592,0.00014,0,2016-02-20 02:15:50
31247,32.17,27.99,25.44,45.29,1007.36,1.74,51.82,182.48,-55.478648,-2.001334,-4.603732,-0.000592,0.018728,0.014744,-0.000224,-0.000361,0.000161,0,2016-02-20 02:16:00
31248,32.13,27.99,25.44,45.26,1007.34,1.44,52.24,183.05,-55.572524,-1.662189,-5.020744,-0.000756,0.019078,0.014459,-0.000438,-0.000772,-0.000229,0,2016-02-20 02:16:11
31249,32.21,27.99,25.45,45.35,1007.31,1.42,51.93,183.29,-55.626237,-1.689292,-5.426372,-0.000639,0.01869,0.014524,-0.000707,-0.000805,4.2e-05,0,2016-02-20 02:16:20
31250,32.1,27.97,25.45,45.0,1007.35,1.81,52.11,183.48,-55.79428,-1.206495,-5.353916,-0.000644,0.018808,0.014638,-0.000274,-0.000296,-1.3e-05,0,2016-02-20 02:16:31
31251,32.16,27.97,25.45,45.19,1007.38,1.75,51.92,183.97,-55.901762,-0.898619,-5.560956,-0.000681,0.018658,0.014871,-0.000573,-0.000404,-2.4e-05,0,2016-02-20 02:16:40
31252,32.15,27.97,25.45,45.26,1007.36,1.36,52.24,183.84,-56.089877,-0.755176,-5.250792,-0.000708,0.018721,0.01461,-4.1e-05,-0.000189,-0.000104,0,2016-02-20 02:16:51
31253,32.1,27.96,25.45,45.11,1007.35,1.67,52.14,184.08,-56.243407,-0.539603,-5.614554,-0.000679,0.018903,0.014691,0.000298,0.000282,0.000271,0,2016-02-20 02:17:00
31254,32.19,27.97,25.45,45.31,1007.35,0.79,52.0,184.67,-56.202894,-0.147279,-5.816326,-0.0007,0.019083,0.014676,-0.000169,-4.4e-05,0.000108,0,2016-02-20 02:17:11
31255,32.08,27.96,25.45,45.21,1007.36,1.69,51.87,184.84,-56.01775,0.142378,-5.869057,-0.000688,0.018895,0.014671,-0.00012,-6e-05,-1.8e-05,0,2016-02-20 02:17:20
31256,32.11,27.97,25.44,45.33,1007.32,1.8,51.97,185.2,-56.442759,0.589142,-6.072913,-0.000748,0.018866,0.014724,-0.000171,-0.00014,1.9e-05,0,2016-02-20 02:17:30
31257,32.16,27.98,25.44,45.4,1007.37,1.21,52.05,185.75,-56.171017,1.176823,-6.191223,-0.000692,0.018949,0.014545,-0.000227,-0.00033,1.1e-05,0,2016-02-20 02:17:40
31258,32.2,27.98,25.44,45.38,1007.37,1.4,51.73,186.3,-56.416467,1.651011,-6.63728,-0.000626,0.01873,0.014913,7.1e-05,0.000347,-3e-05,0,2016-02-20 02:17:50
31259,32.14,27.98,25.44,45.31,1007.38,1.26,51.9,186.37,-56.648414,1.638405,-6.60743,-0.000696,0.019088,0.014864,0.000807,0.000918,9.9e-05,0,2016-02-20 02:18:01
31260,32.11,27.96,25.44,45.24,1007.35,0.95,52.02,186.67,-56.763575,1.921249,-6.775076,-0.000692,0.018707,0.014649,0.000491,0.000318,-1.4e-05,0,2016-02-20 02:18:10
31261,32.15,27.96,25.44,45.33,1007.35,0.97,52.03,187.22,-56.910574,2.28417,-7.257007,-0.000762,0.018986,0.014852,0.000207,-2.2e-05,-3.2e-05,0,2016-02-20 02:18:21
31262,32.1,27.96,25.43,45.23,1007.35,1.42,52.21,187.87,-56.849289,2.987976,-7.56888,-0.000675,0.0192,0.014744,0.000463,0.000265,3.5e-05,0,2016-02-20 02:18:30
