ROW_ID,temp_cpu,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,reset,time_stamp
30991,32.23,28.0,25.5,45.39,1007.64,1.45,51.63,29.34,12.432432,-10.262291,0.676874,-0.000236,0.018796,0.014854,-0.000535,-0.000593,-0.000138,0,2016-02-20 01:32:31
30992,32.19,28.03,25.5,45.36,1007.6,1.66,51.45,31.28,12.09374,-10.54419,0.810842,-0.000765,0.018665,0.01476,0.000234,0.000168,0.000195,0,2016-02-20 01:32:40
30993,32.16,28.02,25.5,45.26,1007.64,1.41,51.7,32.45,11.528767,-10.74532,0.64065,-0.000695,0.018655,0.014816,-2.5e-05,4.8e-05,1.6e-05,0,2016-02-20 01:32:50
30994,32.2,28.02,25.5,45.19,1007.62,1.59,51.89,33.89,11.233974,-10.971512,0.79278,-0.000712,0.01923,0.01474,7.1e-05,-0.000481,-4.4e-05,0,2016-02-20 01:33:00
30995,32.16,28.03,25.5,45.22,1007.6,1.91,51.38,36.21,10.673542,-11.113206,0.880745,-0.000657,0.018719,0.0149,0.000408,-7.4e-05,-6.8e-05,0,2016-02-20 01:33:10
30996,32.13,28.01,25.5,45.01,1007.61,1.34,51.57,37.25,10.408729,-11.31791,0.846543,-0.00075,0.019082,0.014754,0.000276,-0.000195,0.000143,0,2016-02-20 01:33:21
30997,32.13,28.02,25.5,45.25,1007.6,1.61,51.7,39.31,10.007414,-11.729498,0.975199,-0.000774,0.019119,0.014866,0.000283,6.7e-05,8.4e-05,0,2016-02-20 01:33:30
30998,32.21,28.03,25.5,45.2,1007.59,1.22,51.91,40.57,9.728068,-11.772873,1.151617,-0.000772,0.018959,0.014722,0.00014,-9.3e-05,-8.3e-05,0,2016-02-20 01:33:41
30999,32.23,28.03,25.5,45.22,1007.58,1.17,51.6,42.22,9.349466,-12.061916,1.03472,-0.000699,0.018904,0.015008,0.000324,-0.000307,-0.000366,0,2016-02-20 01:33:50
31000,32.21,28.02,25.5,45.17,1007.58,1.14,51.95,44.43,8.6755,-12.198577,1.034641,-0.000688,0.018871,0.014729,-0.000168,-0.00035,-0.000152,0,2016-02-20 01:34:10
31001,32.15,28.02,25.5,45.0,1007.59,1.46,51.81,48.04,7.994593,-12.382411,1.316772,-0.000712,0.018879,0.01465,0.00028,-0.000396,0.000112,0,2016-02-20 01:34:21
31002,32.15,28.01,25.5,45.29,1007.58,1.22,51.92,49.88,7.792529,-12.587157,1.553031,-0.000752,0.018786,0.014813,0.000719,0.000363,1.6e-05,0,2016-02-20 01:34:30
31003,32.16,28.01,25.5,45.28,1007.6,1.89,51.63,51.94,7.326542,-12.573766,1.665341,-0.000669,0.018658,0.014928,0.000427,0.000335,-3.3e-05,0,2016-02-20 01:34:41
31004,32.16,28.02,25.5,45.38,1007.54,1.56,51.55,55.22,6.693589,-12.709663,1.854695,-0.000683,0.018548,0.014627,-0.000322,-0.00012,-0.000133,0,2016-02-20 01:34:50
31005,32.13,28.01,25.5,45.32,1007.59,1.84,51.33,57.23,6.397368,-12.96139,1.803738,-0.000648,0.018639,0.014897,0.000595,0.000394,0.0001,0,2016-02-20 01:35:00
31006,32.18,28.0,25.5,45.2,1007.57,1.5,51.65,58.67,6.018762,-13.076719,1.707364,-0.000778,0.018927,0.014733,-0.00015,-0.000197,0.00018,0,2016-02-20 01:35:10
31007,32.23,28.02,25.5,45.26,1007.58,1.19,51.76,60.3,5.734576,-13.262243,1.967952,-0.000131,0.018949,0.015079,0.000192,-9e-05,3.5e-05,0,2016-02-20 01:35:20
31008,32.15,28.0,25.5,45.22,1007.57,1.41,51.53,62.02,5.415077,-13.215067,2.119376,-0.000702,0.018707,0.014757,0.000383,0.000651,0.000194,0,2016-02-20 01:35:30
31009,32.16,28.02,25.5,45.08,1007.6,1.18,51.89,65.76,4.796582,-13.427525,2.478979,-0.000765,0.018696,0.01466,-6.2e-05,0.000321,0.000106,0,2016-02-20 01:35:40
31010,32.21,27.99,25.49,45.16,1007.58,2.01,51.66,68.53,4.433927,-13.738199,2.736248,-0.000692,0.018822,0.014892,3.4e-05,0.000363,-0.0001,0,2016-02-20 01:35:51
31011,32.16,28.0,25.49,45.21,1007.57,1.51,51.55,69.99,4.315886,-14.009663,3.08588,-0.000819,0.018757,0.01484,-0.000241,0.000235,-0.000121,0,2016-02-20 01:36:00
31012,32.25,28.01,25.49,45.34,1007.6,1.4,51.81,71.88,3.746899,-13.927148,2.92589,-0.000647,0.018896,0.01462,-0.000435,-4.5e-05,-0.000105,0,2016-02-20 01:36:11
31013,32.23,28.01,25.49,45.25,1007.57,1.66,51.29,74.47,3.375501,-14.036929,3.040959,-0.000697,0.018902,0.014687,-0.000624,-0.000121,-7.2e-05,0,2016-02-20 01:36:20
31014,32.21,28.01,25.49,45.2,1007.56,1.67,51.54,75.43,3.158527,-14.155075,3.067985,-0.00065,0.018689,0.014732,-0.000391,-0.000277,-8.6e-05,0,2016-02-20 01:36:31
31015,32.18,28.02,25.49,45.29,1007.54,0.81,51.54,77.7,2.598757,-14.441472,3.169174,-0.000649,0.018695,0.014599,-0.000263,-0.000193,-0.000283,0,2016-02-20 01:36:40
31016,32.19,28.02,25.49,45.23,1007.56,1.07,51.51,80.74,2.019803,-14.322947,3.193454,-0.000589,0.018621,0.014732,0.000461,0.000114,-6.3e-05,0,2016-02-20 01:36:51
31017,32.15,28.03,25.49,45.2,1007.59,1.11,51.91,82.56,1.696627,-14.444074,3.345055,-0.000657,0.018766,0.014673,0.000401,0.000369,2.5e-05,0,2016-02-20 01:37:00
31018,32.17,28.02,25.49,45.19,1007.58,1.37,51.6,85.18,1.158966,-14.220364,3.469306,-0.000603,0.018796,0.014746,0.000323,5.6e-05,1.2e-05,0,2016-02-20 01:37:11
31019,32.2,28.02,25.49,45.18,1007.56,0.85,51.81,86.18,0.945766,-14.169412,3.588611,-0.000657,0.018779,0.014809,2.7e-05,3.2e-05,-0.000208,0,2016-02-20 01:37:20
31020,32.13,28.02,25.49,45.32,1007.59,0.92,51.59,87.31,0.678603,-14.370327,3.483983,-0.000622,0.018667,0.014649,0.000431,0.000715,-0.000315,0,2016-02-20 01:37:30
31021,32.12,28.02,25.49,45.19,1007.58,1.67,52.0,91.66,-0.139261,-14.6505,3.592577,-0.000672,0.018899,0.01478,0.000494,0.000907,-0.00034,0,2016-02-20 01:37:40
31022,32.17,28.02,25.49,45.25,1007.56,0.88,51.85,92.84,-0.415295,-14.963668,3.703863,-0.000728,0.01889,0.014671,0.00059,0.000518,-0.000243,0,2016-02-20 01:37:50
31023,32.19,28.02,25.49,45.39,1007.58,1.23,51.41,94.29,-0.714099,-14.890234,3.680485,-0.000182,0.018766,0.014709,-0.00032,0.000262,-8.5e-05,0,2016-02-20 01:38:01
31024,32.14,28.01,25.49,45.11,1007.59,1.75,51.76,96.4,-1.177361,-15.309332,4.127511,-0.000728,0.018851,0.014855,-0.000271,0.000552,7.2e-05,0,2016-02-20 01:38:10
31025,32.16,28.03,25.49,45.12,1007.56,1.34,51.64,97.93,-1.583553,-15.025307,4.328019,-0.000663,0.018766,0.014858,0.000115,0.00015,0.000194,0,2016-02-20 01:38:21
31026,32.19,28.01,25.49,45.16,1007.57,1.27,51.41,99.83,-2.063585,-15.016247,4.663859,-0.000752,0.018894,0.014915,-0.000624,-0.000635,-0.000335,0,2016-02-20 01:38:30
31027,32.19,28.03,25.49,45.16,1007.57,1.34,51.24,101.35,-2.511159,-15.19725,4.714213,-0.000674,0.018728,0.014924,-0.000289,7.6e-05,-0.000316,0,2016-02-20 01:38:40
31028,32.15,28.02,25.49,45.33,1007.58,1.4,51.91,103.29,-3.030829,-15.489652,5.032375,-0.000752,0.01873,0.014602,-3e-05,0.000351,-1e-06,0,2016-02-20 01:38:51
31029,32.19,28.02,25.49,45.18,1007.56,1.87,52.14,105.91,-3.607249,-15.669247,4.930472,-0.000648,0.019083,0.014441,-6.4e-05,8e-06,7.1e-05,0,2016-02-20 01:39:00
31030,32.17,28.0,25.49,45.23,1007.54,1.14,51.66,107.13,-4.042456,-15.545139,5.086791,-0.000716,0.018927,0.014696,-0.000363,0.00022,3e-06,0,2016-02-20 01:39:11
31031,32.16,28.0,25.49,45.2,1007.55,1.76,52.15,109.39,-4.520056,-15.57436,4.913373,-0.000714,0.018795,0.014507,4.8e-05,0.000191,0.000197,0,2016-02-20 01:39:20
31032,32.21,28.0,25.49,45.25,1007.55,1.54,51.6,111.01,-5.056046,-15.7545,4.973916,-0.000584,0.018907,0.01489,0.000401,0.000644,0.000256,0,2016-02-20 01:39:31
31033,32.22,28.01,25.49,45.13,1007.57,1.5,51.64,111.92,-5.389451,-15.663803,5.180834,-0.000681,0.018974,0.014893,-1.2e-05,0.0002,7.1e-05,0,2016-02-20 01:39:40
31034,32.2,28.01,25.49,45.04,1007.57,1.0,51.47,113.57,-5.902964,-15.599095,5.216197,-0.000716,0.018786,0.014868,-0.000429,-0.000345,-0.000108,0,2016-02-20 01:39:51
31035,32.15,28.02,25.49,45.16,1007.55,1.9,51.94,115.31,-6.287039,-15.829553,5.257552,-0.000754,0.018925,0.014718,-0.00032,-7.7e-05,-5.4e-05,0,2016-02-20 01:40:00
31036,32.22,28.03,25.49,45.17,1007.57,1.64,51.71,116.74,-6.83831,-15.835515,5.207179,-0.000679,0.018564,0.014712,-6.3e-05,0.000255,7.7e-05,0,2016-02-20 01:40:10
31037,32.2,28.02,25.5,45.03,1007.54,1.0,51.48,116.58,-7.064616,-16.029051,5.54968,-0.000658,0.018786,0.014784,0.000301,0.000388,2.1e-05,0,2016-02-20 01:40:20
31038,32.15,28.01,25.49,45.07,1007.54,1.07,51.73,117.87,-7.497399,-16.032573,5.701137,-0.000654,0.018759,0.014596,6.5e-05,2.6e-05,-2.8e-05,0,2016-02-20 01:40:30
31039,32.21,28.02,25.49,45.22,1007.55,1.81,51.79,119.68,-7.949277,-15.994582,5.704721,-0.000646,0.018823,0.014803,-0.000511,-0.000443,-7.8e-05,0,2016-02-20 01:40:41
31040,32.19,28.03,25.49,45.18,1007.56,1.1,51.77,120.64,-8.399798,-16.040008,5.596554,-0.000592,0.018786,0.01452,-0.000102,-0.000437,8.6e-05,0,2016-02-20 01:40:50
31041,32.18,28.02,25.49,45.16,1007.55,1.16,51.64,122.21,-8.915887,-16.231824,5.414486,-0.000716,0.018808,0.014724,-0.000643,-0.000547,0.000319,0,2016-02-20 01:41:01
31042,32.17,28.02,25.49,45.4,1007.52,1.68,51.67,123.14,-9.287682,-16.211979,5.600305,-0.000663,0.018821,0.014742,-1.4e-05,-8.6e-05,0.000158,0,2016-02-20 01:41:10
31043,32.23,28.02,25.49,45.23,1007.56,1.64,51.9,125.8,-10.15903,-16.350433,5.36777,-0.000435,0.018813,0.014683,-0.000134,-0.000452,-4.7e-05,0,2016-02-20 01:41:30
31044,32.14,27.99,25.49,45.3,1007.55,1.49,51.9,127.6,-10.867157,-16.230638,5.512647,-0.000642,0.018824,0.014771,-0.000101,-0.000395,8.1e-05,0,2016-02-20 01:41:40
31045,32.22,28.01,25.49,45.07,1007.56,1.73,51.88,128.54,-11.419157,-16.483989,5.53499,-0.000647,0.01906,0.014616,0.00048,0.000448,4.8e-05,0,2016-02-20 01:41:50
31046,32.13,28.03,25.49,45.37,1007.57,1.49,51.64,129.26,-11.739456,-16.331189,5.638783,-0.000664,0.018848,0.01475,0.000465,0.00074,-0.000111,0,2016-02-20 01:42:00
31047,32.15,28.01,25.49,45.22,1007.55,1.53,51.92,129.19,-12.039513,-16.269219,6.325848,-0.00073,0.018909,0.014768,0.000544,0.000664,-1.6e-05,0,2016-02-20 01:42:11
31048,32.23,28.0,25.49,45.17,1007.56,1.46,51.91,130.0,-12.483048,-16.167358,6.366635,-0.000632,0.01896,0.014667,0.000241,-0.000156,-2e-05,0,2016-02-20 01:42:20
31049,32.19,28.01,25.49,45.11,1007.57,1.09,51.82,130.74,-12.7738,-16.149808,6.338307,-0.000694,0.018696,0.014654,-8.3e-05,-0.000383,0.000137,0,2016-02-20 01:42:31
31050,32.19,28.0,25.49,45.11,1007.57,1.57,51.87,131.29,-13.247527,-16.252967,6.482881,-0.000658,0.018716,0.01456,8.1e-05,-0.000114,5.4e-05,0,2016-02-20 01:42:40
31051,32.24,28.02,25.49,45.23,1007.57,1.77,51.79,132.69,-13.92907,-16.269537,6.605111,-0.00065,0.018773,0.014887,-0.000101,-0.00029,4.1e-05,0,2016-02-20 01:43:00
31052,32.16,28.02,25.49,45.15,1007.56,2.18,51.94,133.88,-14.621511,-16.119027,6.898766,-0.000699,0.018713,0.014961,-0.000141,0.000256,-0.000137,0,2016-02-20 01:43:10
31053,32.26,28.0,25.49,45.15,1007.57,1.72,51.95,134.75,-15.162157,-16.168331,6.957349,-0.000654,0.018879,0.014509,-0.00043,-0.000281,-0.00025,0,2016-02-20 01:43:20
31054,32.19,28.02,25.49,45.19,1007.53,1.64,51.67,135.52,-15.595845,-16.106325,6.931425,-0.00069,0.018947,0.014937,-0.000566,-0.00025,-0.000273,0,2016-02-20 01:43:30
31055,32.16,28.0,25.49,45.3,1007.56,1.51,51.63,136.43,-15.958011,-15.907874,6.833097,-0.00071,0.018915,0.014728,-0.000527,-0.000223,-0.000299,0,2016-02-20 01:43:41
31056,32.22,28.0,25.49,45.03,1007.52,1.32,51.63,137.46,-16.500306,-15.752966,6.868047,-0.000648,0.019028,0.014813,-0.000382,-0.000232,-0.000292,0,2016-02-20 01:43:50
31057,32.19,28.0,25.49,45.2,1007.52,1.36,51.72,138.16,-16.947088,-15.96405,6.626481,-0.000722,0.01895,0.0147,3.3e-05,-9.2e-05,-0.000265,0,2016-02-20 01:44:01
31058,32.18,28.02,25.49,45.28,1007.53,1.49,51.58,138.26,-17.270982,-15.989302,7.079429,-0.000659,0.01864,0.014946,0.000408,0.000231,-0.000364,0,2016-02-20 01:44:10
31059,32.19,28.01,25.49,45.23,1007.53,1.84,51.7,139.06,-17.669921,-15.900703,7.068008,-0.000754,0.019032,0.014821,0.00077,0.000766,-0.000129,0,2016-02-20 01:44:20
31060,32.11,28.01,25.49,45.18,1007.54,1.52,51.72,139.68,-18.117114,-15.81649,7.100233,-0.000704,0.018736,0.014705,0.000464,0.000789,-0.000274,0,2016-02-20 01:44:31
31061,32.16,27.99,25.49,45.3,1007.53,2.01,51.58,140.57,-18.777332,-15.898149,7.112621,-0.00075,0.018844,0.01523,0.000149,-5.1e-05,-0.000216,0,2016-02-20 01:44:40
31062,32.08,28.01,25.49,45.29,1007.54,1.78,51.87,142.14,-19.173524,-15.4213,6.862415,-0.00071,0.018752,0.01467,0.000459,-5e-05,-0.000407,0,2016-02-20 01:44:51
31063,32.19,28.0,25.49,45.2,1007.56,2.01,52.01,142.67,-19.506744,-15.259731,7.05558,-0.000697,0.018786,0.01462,2.5e-05,-0.000154,-0.000349,0,2016-02-20 01:45:00
31064,32.2,28.01,25.49,45.31,1007.56,0.69,51.49,141.97,-19.587563,-15.450788,7.013056,-0.000688,0.018842,0.014764,-0.000163,-0.000177,-0.000275,0,2016-02-20 01:45:11
31065,32.17,28.01,25.49,45.26,1007.54,2.17,51.79,143.02,-20.173002,-15.452324,7.091521,-0.000697,0.018824,0.014676,2.5e-05,1.4e-05,-0.000546,0,2016-02-20 01:45:20
31066,32.14,28.02,25.49,45.24,1007.52,1.24,51.78,144.65,-20.783086,-14.987264,6.887034,-0.000641,0.018696,0.014738,0.000293,-0.000104,2.4e-05,0,2016-02-20 01:45:30
31067,32.22,27.99,25.49,45.22,1007.52,1.73,51.99,144.85,-20.614614,-15.020295,6.924902,-0.000736,0.018971,0.014795,-0.000259,-0.000253,-0.000158,0,2016-02-20 01:45:40
31068,32.18,28.02,25.49,45.22,1007.52,1.41,51.88,145.21,-21.428154,-14.785184,7.208075,-0.000652,0.01888,0.014864,-3.8e-05,7.4e-05,-0.000125,0,2016-02-20 01:45:50
31069,32.18,28.01,25.49,45.28,1007.53,1.37,51.69,145.84,-21.732241,-14.725802,7.159212,-0.000718,0.018842,0.014764,-0.000109,0.000153,9.3e-05,0,2016-02-20 01:46:01
31070,32.13,28.01,25.49,45.24,1007.55,2.37,52.04,146.08,-22.24694,-14.398677,7.760619,-0.000677,0.018743,0.014835,-2.1e-05,1.9e-05,-0.00015,0,2016-02-20 01:46:10
31071,32.18,28.02,25.49,45.49,1007.52,1.45,51.77,146.67,-22.696222,-14.385482,7.540354,-0.000177,0.01888,0.014634,-0.000106,-7.7e-05,-0.000218,0,2016-02-20 01:46:21
31072,32.19,28.0,25.49,45.22,1007.55,1.48,51.88,147.67,-23.117551,-14.385925,7.268977,-0.000666,0.018797,0.014931,-1.5e-05,-6.9e-05,0.00012,0,2016-02-20 01:46:30
31073,32.17,28.01,25.49,45.14,1007.53,1.84,52.07,148.68,-23.314539,-14.423557,6.895633,-0.000676,0.018873,0.014824,0.000385,4.5e-05,6e-05,0,2016-02-20 01:46:41
31074,32.15,27.99,25.49,45.22,1007.5,1.18,51.69,148.35,-23.694397,-14.170674,7.31428,-0.000606,0.018846,0.014742,0.000531,0.00016,0.000176,0,2016-02-20 01:46:50
31075,32.17,28.01,25.49,45.22,1007.55,1.59,51.93,149.48,-24.239716,-13.96555,7.081919,-0.000684,0.01892,0.014815,0.000205,0.000188,0.000138,0,2016-02-20 01:47:01
31076,32.18,27.98,25.48,45.03,1007.53,1.23,51.72,150.48,-24.681874,-13.548546,6.860429,-0.000575,0.01903,0.014538,-0.000341,-0.000203,-0.000227,0,2016-02-20 01:47:10
31077,32.15,28.0,25.48,45.18,1007.54,1.58,52.1,150.56,-24.796464,-13.462308,7.195144,-0.000617,0.018634,0.014506,0.000397,-0.000295,-0.000193,0,2016-02-20 01:47:20
31078,32.18,28.01,25.48,45.14,1007.53,1.88,51.79,150.64,-25.074839,-13.703174,7.056337,-0.000608,0.018855,0.014854,-0.000243,-7.5e-05,-8.7e-05,0,2016-02-20 01:47:30
31079,32.23,27.99,25.48,45.14,1007.51,1.68,51.84,150.65,-25.191496,-13.591088,7.314989,-0.000699,0.018584,0.01462,0.000186,0.000785,-0.000348,0,2016-02-20 01:47:40
31080,32.16,28.01,25.48,45.18,1007.51,1.34,51.76,151.25,-25.83313,-13.493513,7.384868,-0.000692,0.018976,0.014902,0.000736,0.000774,2.9e-05,0,2016-02-20 01:47:51
31081,32.18,28.0,25.48,45.43,1007.52,1.9,52.11,151.63,-26.180805,-13.194734,7.586891,-0.000668,0.019059,0.014831,0.000166,0.000143,-0.00022,0,2016-02-20 01:48:00
31082,32.18,28.0,25.48,45.26,1007.54,1.63,51.91,151.96,-26.52746,-12.864496,7.749382,-0.000687,0.01903,0.014796,0.000181,-7e-05,-6e-06,0,2016-02-20 01:48:20
31083,32.08,27.99,25.48,45.0,1007.53,1.49,51.99,152.23,-26.970428,-13.04913,7.753761,-0.000679,0.018894,0.014719,0.000214,-0.000405,0.000197,0,2016-02-20 01:48:30
31084,32.17,28.01,25.48,45.19,1007.52,1.95,51.87,152.37,-27.442617,-13.125238,7.855925,-0.000702,0.019124,0.014936,-0.000216,-0.000514,0.000211,0,2016-02-20 01:48:40
31085,32.14,27.98,25.48,45.48,1007.56,1.61,51.82,152.96,-27.799914,-12.955819,7.649536,-0.000643,0.018856,0.014599,0.000109,-0.000477,0.000142,0,2016-02-20 01:48:50
31086,32.17,27.99,25.48,45.23,1007.55,1.16,51.81,153.82,-28.413,-12.783808,7.543715,-0.000425,0.01889,0.014656,-0.000466,-0.0008,4.3e-05,0,2016-02-20 01:49:10
31087,32.24,28.0,25.48,45.22,1007.55,1.22,51.81,154.37,-28.718528,-12.323677,7.615579,-0.000627,0.018679,0.014784,0.000331,-0.000203,9.7e-05,0,2016-02-20 01:49:21
31088,32.2,28.0,25.48,45.22,1007.51,1.24,51.81,154.6,-28.810789,-11.927594,7.907764,-0.000677,0.018819,0.014749,-0.000395,-0.000628,-0.000145,0,2016-02-20 01:49:30
31089,32.17,27.99,25.48,45.32,1007.55,1.84,51.93,155.17,-28.950182,-11.988484,7.45971,-0.000659,0.018917,0.014763,5.3e-05,-0.000407,8e-05,0,2016-02-20 01:49:40
31090,32.16,28.01,25.48,45.14,1007.54,1.19,51.83,155.39,-29.468418,-11.729294,7.575004,-0.000696,0.01902,0.014813,-0.000123,-0.000318,6.2e-05,0,2016-02-20 01:49:50
31091,32.14,28.0,25.48,45.34,1007.56,1.86,51.82,156.11,-29.970196,-11.569995,7.575497,-0.000705,0.018906,0.014667,-0.00018,-0.000692,-8e-06,0,2016-02-20 01:50:00
31092,32.11,27.99,25.48,45.25,1007.54,1.79,51.78,156.13,-30.093834,-11.186422,7.995966,-0.000726,0.018972,0.014902,0.00036,0.000341,-0.000115,0,2016-02-20 01:50:11
31093,32.18,27.99,25.48,45.35,1007.53,1.53,51.88,156.36,-30.393441,-11.34828,7.963752,-0.000692,0.018833,0.01484,5.8e-05,-0.000177,-0.000102,0,2016-02-20 01:50:20
31094,32.21,28.0,25.48,45.21,1007.52,1.91,52.07,156.97,-30.573617,-11.214635,7.615993,-0.000692,0.018903,0.014743,-0.00062,-0.000624,0.00019,0,2016-02-20 01:50:31
31095,32.18,28.01,25.48,45.32,1007.53,1.37,51.81,156.98,-30.835253,-11.200325,7.557796,-0.000648,0.018679,0.014744,0.000285,0.000329,-5.1e-05,0,2016-02-20 01:50:40
31096,32.19,28.0,25.48,45.38,1007.51,1.22,51.67,157.11,-31.178003,-11.077154,7.57575,-0.001176,0.018701,0.014851,0.000477,8.8e-05,-0.000364,0,2016-02-20 01:50:50
31097,32.14,28.01,25.48,45.34,1007.52,1.61,51.96,157.76,-31.55752,-10.905657,7.690735,-0.000632,0.018923,0.014727,-3.8e-05,2e-06,-0.000184,0,2016-02-20 01:51:00
31098,32.19,28.01,25.48,45.23,1007.49,1.3,51.53,157.9,-31.687048,-10.679569,7.774903,-0.000589,0.018739,0.014638,-0.000377,-0.000638,-3.4e-05,0,2016-02-20 01:51:10
31099,32.16,28.0,25.48,45.37,1007.49,1.08,51.72,158.15,-32.204626,-10.73695,7.901497,-0.000738,0.018875,0.014992,-0.000198,-0.000478,1.7e-05,0,2016-02-20 01:51:21
31100,32.21,27.99,25.48,45.14,1007.5,1.5,52.03,158.05,-32.482597,-10.507048,8.171832,-0.000588,0.018954,0.014618,-0.000126,-0.000201,0.000322,0,2016-02-20 01:51:30
31101,32.19,27.99,25.48,45.3,1007.51,1.38,51.98,159.15,-32.535248,-10.430122,7.502541,-0.000686,0.018832,0.01476,-0.000685,-0.000428,5.7e-05,0,2016-02-20 01:51:41
31102,32.2,27.99,25.48,45.17,1007.5,0.66,51.72,158.78,-32.673774,-10.248306,7.65125,9.2e-05,0.018509,0.014589,-9.1e-05,9.8e-05,-2.2e-05,0,2016-02-20 01:51:50
31103,32.21,28.01,25.48,45.29,1007.51,2.12,52.19,158.9,-33.064791,-10.054773,8.057888,-0.00068,0.01876,0.014654,0.000567,0.00031,2.3e-05,0,2016-02-20 01:52:01
31104,32.22,28.0,25.48,45.28,1007.51,1.53,51.87,159.62,-33.341958,-9.941687,7.574109,-0.000705,0.01881,0.014831,-0.000434,-0.000528,-0.000215,0,2016-02-20 01:52:10
31105,32.21,28.0,25.48,45.35,1007.5,1.0,51.58,159.63,-33.554917,-9.864735,7.745248,-0.000648,0.018833,0.01498,-0.000638,-0.000614,-0.000228,0,2016-02-20 01:52:20
31106,32.21,27.99,25.48,45.26,1007.51,1.51,51.85,160.12,-33.596098,-9.847676,7.610581,-0.000612,0.018667,0.015034,-0.000107,-0.000487,-0.000276,0,2016-02-20 01:52:30
31107,32.18,28.0,25.48,45.13,1007.51,0.62,51.65,160.19,-33.771921,-9.533155,7.492451,-0.000672,0.018862,0.014722,-0.000346,-0.000143,-1.8e-05,0,2016-02-20 01:52:40
31108,32.13,28.0,25.49,45.05,1007.5,1.33,51.83,160.75,-33.834634,-9.500666,7.444403,-0.000642,0.018896,0.014749,-0.000434,-0.000535,-0.000223,0,2016-02-20 01:52:51
31109,32.22,28.02,25.48,45.27,1007.51,1.5,51.86,161.0,-34.02894,-9.481887,7.319729,-0.000628,0.018696,0.0146,-0.000393,-0.000162,-0.000263,0,2016-02-20 01:53:00
31110,32.18,28.0,25.49,45.27,1007.47,1.99,51.86,161.02,-34.240847,-9.306426,7.483738,-0.000655,0.018638,0.014638,-0.000154,-1.8e-05,-0.000226,0,2016-02-20 01:53:11
31111,32.24,28.01,25.48,45.1,1007.51,1.71,51.65,161.57,-34.648338,-9.064775,7.485195,-0.000766,0.018623,0.014778,-0.000542,-0.000367,-0.000208,0,2016-02-20 01:53:20
31112,32.17,28.01,25.49,45.15,1007.5,1.09,51.86,161.81,-34.865965,-8.554185,7.556564,-0.000668,0.018887,0.014668,-0.000443,-0.000618,-0.000327,0,2016-02-20 01:53:31
31113,32.17,28.02,25.49,45.28,1007.49,1.59,52.06,162.11,-35.040304,-8.511775,7.310437,-0.000617,0.018951,0.01452,-0.0002,-0.000343,-0.000369,0,2016-02-20 01:53:40
31114,32.18,28.0,25.48,45.22,1007.49,1.05,51.98,162.37,-34.832827,-8.677867,7.249271,-0.000663,0.018895,0.014538,-0.000356,0.000134,-0.000139,0,2016-02-20 01:53:50
31115,32.17,28.01,25.48,45.31,1007.51,1.03,51.75,162.49,-35.17884,-8.477169,7.147087,-0.000708,0.018653,0.014572,-0.000542,-0.000354,-0.000187,0,2016-02-20 01:54:00
31116,32.13,28.01,25.48,45.19,1007.5,2.02,52.2,162.43,-35.352605,-8.470254,7.465146,-0.000637,0.018779,0.014844,-0.000238,-0.000199,-0.000153,0,2016-02-20 01:54:10
31117,32.17,28.0,25.48,45.4,1007.49,1.54,51.9,162.84,-35.208291,-8.443991,7.024446,-0.000611,0.018732,0.01455,-0.000239,-6.9e-05,-0.000427,0,2016-02-20 01:54:21
31118,32.2,28.0,25.48,45.21,1007.5,1.26,51.78,162.38,-35.42594,-8.512153,7.492113,-0.000659,0.018745,0.014758,-0.000206,0.000196,-0.000117,0,2016-02-20 01:54:30
31119,32.1,28.0,25.48,45.26,1007.48,1.72,51.9,162.66,-35.601172,-8.418911,7.126692,-0.000632,0.018627,0.014626,0.000395,0.000385,-0.000203,0,2016-02-20 01:54:41
31120,32.21,28.01,25.48,45.14,1007.49,1.79,52.12,163.03,-35.586914,-8.207512,7.230157,-0.000617,0.018698,0.014694,9.6e-05,0.000534,-0.000177,0,2016-02-20 01:54:50
31121,32.2,28.0,25.48,45.19,1007.5,1.71,52.15,163.53,-35.907702,-8.269209,6.923368,-0.000587,0.018885,0.0148,0.00032,0.000697,-0.000282,0,2016-02-20 01:55:01
31122,32.18,27.99,25.48,45.12,1007.48,1.32,51.86,163.38,-35.983968,-8.355756,6.964255,-0.000657,0.01873,0.014781,0.000229,0.000727,-0.000129,0,2016-02-20 01:55:10
31123,32.15,27.98,25.48,45.23,1007.48,1.22,51.65,163.8,-36.08654,-7.949762,6.837851,-0.00073,0.018912,0.014833,-7.1e-05,-0.000192,-0.000368,0,2016-02-20 01:55:20
31124,32.16,28.0,25.48,45.22,1007.48,1.41,51.77,164.05,-36.315206,-7.812404,6.844462,-0.000702,0.01905,0.014868,0.000106,0.000149,-2.3e-05,0,2016-02-20 01:55:30
31125,32.15,27.98,25.48,45.2,1007.48,1.89,51.88,164.33,-36.393571,-7.678036,6.739394,-0.000683,0.018707,0.015019,0.000218,0.000164,-0.000107,0,2016-02-20 01:55:40
31126,32.19,27.99,25.48,45.21,1007.49,1.33,51.99,164.72,-36.639977,-7.526352,6.564924,-0.000659,0.018976,0.014714,-6e-05,0.000393,-0.000221,0,2016-02-20 01:55:51
